Colleges_and_Universities (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,type,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.4717091,34.12925797,12049,HSIP Freedom CollegesUniversities,116846,Education,Colleges and Universities,,LA County,American Jewish University,Private,15600 Mulholland Dr,,Los Angeles,CA,,3104769777,www.ajula.edu,,230,12866,,90077,http://egis3.lacounty.gov/lms/?p=12866,publish,34.129258,-118.471709,2010/11/01 19:50:56+00,,,6418915.992,1869754.79587181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.4476485,34.20142106,12110,HSIP Freedom CollegesUniversities,424008,Education,Colleges and Universities,,LA County,American Pacific College,For Profit,"14435 Sherman Way, Suite 208",,Van Nuys,CA,,8187810001,www.apc.edu,,20,12923,,91405,http://egis3.lacounty.gov/lms/?p=12923,publish,34.20142109,-118.4476484,2010/11/01 19:50:56+00,,,6426314.40807764,1895982.69814031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1850431,33.82011297,11989,HSIP Freedom CollegesUniversities,433004,Education,Colleges and Universities,,LA County,American University Of Health Sciences,For Profit,3501 Atlantic Ave.,,Long Beach,CA,,5629882278,auhs.edu,,74,12806,,90807,http://egis3.lacounty.gov/lms/?p=12806,publish,33.820113,-118.185043,2010/11/01 19:50:56+00,,,6505463.07687972,1756967.04047665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1843711,34.67498697,58290,211,,Education,Colleges and Universities,,www.avc.edu,Antelope Valley Community College District,Public,3041 W. Ave. K,,Lancaster,CA,,"Disabled Student Services Service/Intake (661) 722-6360, Job Placement Center Service/Intake (661) 722-6358, Admissions Service/Intake and Administration (661) 722-6504,  Service/Intake and Administration (661) 722-6300, CalWORKs Service/Intake (661) 722-",www.avc.edu,,,59779,"The district provides employment services, post-secondary education and Welfare-To-Work services for Antelope Valley residents.",93536,http://egis3.lacounty.gov/lms/?p=59779,publish,34.674987,-118.184371,2013/06/01 11:50:56+00,,,6506237.824,2068073.17088781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1848359,34.67540588,12132,HSIP Freedom CollegesUniversities,442930,Education,Colleges and Universities,,LA County,Antelope Valley Medical College,For Profit,44201 10Th St West,,Lancaster,CA,,6617261911,avmc.edu,,579,12946,,93534,http://egis3.lacounty.gov/lms/?p=12946,publish,34.67540591,-118.1848358,2010/11/01 19:50:56+00,,,6506098.35874563,2068225.88121231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.3846511,33.98763997,11963,HSIP Freedom CollegesUniversities,245838,Education,Colleges and Universities,,LA County,Antioch University-Los Angeles Branch,Private,400 Corporate Pointe,,Culver City,CA,,3105781080,www.antiochla.edu,,686,12780,,90230,http://egis3.lacounty.gov/lms/?p=12780,publish,33.98764,-118.384651,2010/11/01 19:50:56+00,,,6445065.18652089,1818105.40179548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.4511201,34.01893997,12016,HSIP Freedom CollegesUniversities,447272,Education,Colleges and Universities,,LA County,Argosy University-Los Angeles,For Profit,2950 31St Street,,Santa Monica,CA,,3108664000,www.argosy.edu/losangeles,,307,12833,,90405,http://egis3.lacounty.gov/lms/?p=12833,publish,34.01894,-118.45112,2010/11/01 19:50:56+00,,,6424966.66766289,1829579.76598582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1869011,34.17084397,12035,HSIP Freedom CollegesUniversities,109651,Education,Colleges and Universities,,LA County,Art Center College Of Design,Private,1700 Lida St,,Pasadena,CA,,6263962200,www.artcenter.edu,,1760,12852,,91103,http://egis3.lacounty.gov/lms/?p=12852,publish,34.170844,-118.186901,2010/11/01 19:50:56+00,,,6505136.02963355,1884606.30389839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.2721546,34.05628179,12103,HSIP Freedom CollegesUniversities,109721,Education,Colleges and Universities,,LA County,Associated Technical College,For Profit,1670 Wilshire Blvd,,Los Angeles,CA,,2134136808,,,197,12916,,90017,http://egis3.lacounty.gov/lms/?p=12916,publish,34.05628182,-118.2721545,2010/11/01 19:50:56+00,,,6479235.50499114,1842974.02791114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.0683201,33.90534697,12007,HSIP Freedom CollegesUniversities,444325,Education,Colleges and Universities,,LA County,Ati College,For Profit,12440 Firestone Blvd Ste 2001,,Norwalk,CA,,5628640506,www.ati.edu,,162,12824,,90650,http://egis3.lacounty.gov/lms/?p=12824,publish,33.905347,-118.06832,2010/11/01 19:50:56+00,,,6540939.04004839,1787941.1153394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.8879501,34.1308651,12153,HSIP Freedom CollegesUniversities,109785,Education,Colleges and Universities,,LA County,Azusa Pacific University,Private,901 E Alosta,,Azusa,CA,,6269693434,www.apu.edu,,8501,12967,,91702,http://egis3.lacounty.gov/lms/?p=12967,publish,34.13086513,-117.88795,2010/11/01 19:50:56+00,,,6595579.73129173,1870023.60767014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.9604791,34.09649097,11985,HSIP Freedom CollegesUniversities,417105,Education,Colleges and Universities,,LA County,Baldwin Park Adult & Community Education,Public,4640 Maine Ave,,Baldwin Park,CA,,6268564101,www.bpace.k12.ca.us,,1400,12802,,91706,http://egis3.lacounty.gov/lms/?p=12802,publish,34.096491,-117.960479,2010/11/01 19:50:56+00,,,6573635.38705714,1857497.67406064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.0173424,33.90482309,12135,HSIP Freedom CollegesUniversities,110097,Education,Colleges and Universities,,LA County,Biola University,Private,13800 Biola Ave,,La Mirada,CA,,5629036000,www.biola.edu,,5893,12949,,90639,http://egis3.lacounty.gov/lms/?p=12949,publish,33.90482312,-118.0173423,2010/11/01 19:50:56+00,,,6556407.88214214,1787743.87262364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1359624,33.78577021,12121,HSIP Freedom CollegesUniversities,110176,Education,Colleges and Universities,,LA County,Brooks College,For Profit,4825 E. Pacific Coast Hwy,,Long Beach,CA,,5625976611,www.brookscollege.edu,,32,12935,,90804,http://egis3.lacounty.gov/lms/?p=12935,publish,33.78577024,-118.1359623,2010/11/01 19:50:56+00,,,6520354.54217547,1744444.9818594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.3027161,34.06171897,12036,HSIP Freedom CollegesUniversities,110219,Education,Colleges and Universities,,LA County,Bryan College,For Profit,3580 Wilshire Blvd Suite 400,,Los Angeles,CA,,2134848850,www.bryancollege.edu,,405,12853,,90010,http://egis3.lacounty.gov/lms/?p=12853,publish,34.061719,-118.302716,2010/11/01 19:50:56+00,,,6469984.49921498,1844979.18433389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.6015631,34.19760097,12017,HSIP Freedom CollegesUniversities,447713,Education,Colleges and Universities,,LA County,California Career College,For Profit,7003 Owensmouth Avenue,,Canoga Park,CA,,8187101310,,,135,12834,,91303,http://egis3.lacounty.gov/lms/?p=12834,publish,34.197601,-118.601563,2010/11/01 19:50:56+00,,,6379767.25346872,1894835.41303331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.4647561,34.03997497,12001,HSIP Freedom CollegesUniversities,442985,Education,Colleges and Universities,,LA County,California Healing Arts College,For Profit,"12217 Santa Monica Blvd, Suite 206",,Los Angeles,CA,,3108267622,www.chac.edu,,31,12818,,90025,http://egis3.lacounty.gov/lms/?p=12818,publish,34.039975,-118.464756,2010/11/01 19:50:56+00,,,6420869.95013456,1837253.56363031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1257399,34.1392753,12148,HSIP Freedom CollegesUniversities,110404,Education,Colleges and Universities,,LA County,California Institute Of Technology,Private,1200 E California Blvd,,Pasadena,CA,,6263956811,www.caltech.edu,,2133,12962,,91125,http://egis3.lacounty.gov/lms/?p=12962,publish,34.13927533,-118.1257398,2010/11/01 19:50:56+00,,,6523621.84469597,1873089.1281139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.5673032,34.39333701,12127,HSIP Freedom CollegesUniversities,111081,Education,Colleges and Universities,,LA County,California Institute Of The Arts,Private,24700 W Mcbean Pky,,Valencia,CA,,6612551050,www.calarts.edu,,1374,12941,,91355,http://egis3.lacounty.gov/lms/?p=12941,publish,34.39333704,-118.5673031,2010/11/01 19:50:56+00,,,6390528.80609256,1966006.03775215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1395921,34.14457297,11986,HSIP Freedom CollegesUniversities,423980,Education,Colleges and Universities,,LA County,California School Of Culinary Arts,For Profit,521 East Green Street,,Pasadena,CA,,6262291300,www.csca.edu,,1995,12803,,91101,http://egis3.lacounty.gov/lms/?p=12803,publish,34.144573,-118.139592,2010/11/01 19:50:56+00,,,6519432.89080356,1875022.57765906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.8144661,34.04953097,2878,211,,Education,Colleges and Universities,,www.csupomona.edu,California State Polytechnic University - Pomona,Public,3801 W. Temple Ave.,,Pomona,CA,,"Admissions and Outreach Service/Intake and Administration (909) 869-3210, University General Information Service/Intake and Administration (909) 869-7659, Disability Resource Center Service/Intake (909) 869-3333, Disabled Students TDD TDD (909) 869-4178,",www.csupomona.edu,,,3072,The University provides post-secondary education.,91768,http://egis3.lacounty.gov/lms/?p=3072,publish,34.049531,-117.814466,2013/06/01 11:50:56+00,,,6617872.62076098,1840457.55131681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.1709231,34.06276897,2973,211,,Education,Colleges and Universities,,www.calstatela.edu,California State University Los Angeles,Public,5151 State University Dr.,,Los Angeles,CA,,"Center for Student Financial Aid Service/Intake (323) 343-6260, Campus Tours Service/Intake (323) 343-3175, University General Information Information Only (323) 343-3000, Admissions Office Service/Intake (323) 343-3901, Extended Education Office Service/",www.calstatela.edu,,,3145,The university provides post-secondary education for people in Los Angeles County.,90032,http://egis3.lacounty.gov/lms/?p=3145,publish,34.062769,-118.170923,2013/06/01 11:50:56+00,,,6509902.21432689,1845267.25560814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
